SerialNumber,EventType,EventValue1,EventValue2,EventValue3,EventTime,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime
SerialNr8,1,2,49,0,2019-01-25T12:28:59.578Z,2019-01-25T12:28:59.578Z,0,2019-01-25T12:28:59.578Z
SerialNr9,1,1,49,0,2019-01-25T12:28:59.585Z,2019-01-25T12:28:59.585Z,0,2019-01-25T12:28:59.585Z
SerialNr1,0,8,0,0,2019-01-25T12:28:59.595Z,2019-01-25T12:28:59.595Z,0,2019-01-25T12:28:59.595Z
SerialNr2,0,8,0,0,2019-01-25T12:28:59.602Z,2019-01-25T12:28:59.602Z,0,2019-01-25T12:28:59.602Z
SerialNr3,0,7,0,0,2019-01-25T12:28:59.608Z,2019-01-25T12:28:59.608Z,0,2019-01-25T12:28:59.608Z
SerialNr4,0,8,0,0,2019-01-25T12:28:59.617Z,2019-01-25T12:28:59.617Z,0,2019-01-25T12:28:59.617Z
SerialNr5,0,8,0,0,2019-01-25T12:28:59.624Z,2019-01-25T12:28:59.624Z,0,2019-01-25T12:28:59.624Z
SerialNr6,0,8,0,0,2019-01-25T12:28:59.630Z,2019-01-25T12:28:59.630Z,0,2019-01-25T12:28:59.630Z
SerialNr7,0,8,0,0,2019-01-25T12:28:59.636Z,2019-01-25T12:28:59.636Z,0,2019-01-25T12:28:59.636Z
SerialNr8,0,8,0,0,2019-01-25T12:28:59.643Z,2019-01-25T12:28:59.643Z,0,2019-01-25T12:28:59.643Z
SerialNr9,0,7,0,0,2019-01-25T12:28:59.650Z,2019-01-25T12:28:59.650Z,0,2019-01-25T12:28:59.650Z
SerialNr0,0,8,0,0,2019-01-25T12:29:00.657Z,2019-01-25T12:29:00.657Z,0,2019-01-25T12:29:00.657Z
SerialNr1,0,8,0,0,2019-01-25T12:29:00.664Z,2019-01-25T12:29:00.664Z,0,2019-01-25T12:29:00.664Z
SerialNr2,0,8,0,0,2019-01-25T12:29:00.672Z,2019-01-25T12:29:00.672Z,0,2019-01-25T12:29:00.672Z
SerialNr3,0,7,0,0,2019-01-25T12:29:00.678Z,2019-01-25T12:29:00.678Z,0,2019-01-25T12:29:00.678Z
SerialNr4,0,9,0,0,2019-01-25T12:29:00.685Z,2019-01-25T12:29:00.685Z,0,2019-01-25T12:29:00.685Z
SerialNr5,0,8,0,0,2019-01-25T12:29:00.692Z,2019-01-25T12:29:00.692Z,0,2019-01-25T12:29:00.692Z
SerialNr6,0,8,0,0,2019-01-25T12:29:00.699Z,2019-01-25T12:29:00.699Z,0,2019-01-25T12:29:00.699Z
SerialNr7,0,8,0,0,2019-01-25T12:29:00.705Z,2019-01-25T12:29:00.705Z,0,2019-01-25T12:29:00.705Z
SerialNr8,0,9,0,0,2019-01-25T12:29:00.712Z,2019-01-25T12:29:00.712Z,0,2019-01-25T12:29:00.712Z
SerialNr9,0,7,0,0,2019-01-25T12:29:00.719Z,2019-01-25T12:29:00.719Z,0,2019-01-25T12:29:00.719Z
SerialNr0,0,8,0,0,2019-01-25T12:29:01.727Z,2019-01-25T12:29:01.727Z,0,2019-01-25T12:29:01.727Z
SerialNr1,0,8,0,0,2019-01-25T12:29:01.734Z,2019-01-25T12:29:01.734Z,0,2019-01-25T12:29:01.734Z
SerialNr2,0,8,0,0,2019-01-25T12:29:01.741Z,2019-01-25T12:29:01.741Z,0,2019-01-25T12:29:01.741Z
SerialNr3,0,7,0,0,2019-01-25T12:29:01.748Z,2019-01-25T12:29:01.748Z,0,2019-01-25T12:29:01.748Z
SerialNr4,0,9,0,0,2019-01-25T12:29:01.756Z,2019-01-25T12:29:01.756Z,0,2019-01-25T12:29:01.756Z
SerialNr5,0,8,0,0,2019-01-25T12:29:01.763Z,2019-01-25T12:29:01.763Z,0,2019-01-25T12:29:01.763Z
SerialNr6,0,8,0,0,2019-01-25T12:29:01.770Z,2019-01-25T12:29:01.770Z,0,2019-01-25T12:29:01.770Z
SerialNr7,0,8,0,0,2019-01-25T12:29:01.777Z,2019-01-25T12:29:01.777Z,0,2019-01-25T12:29:01.777Z
SerialNr8,0,9,0,0,2019-01-25T12:29:01.784Z,2019-01-25T12:29:01.784Z,0,2019-01-25T12:29:01.784Z
SerialNr9,0,7,0,0,2019-01-25T12:29:01.790Z,2019-01-25T12:29:01.790Z,0,2019-01-25T12:29:01.790Z
SerialNr0,0,8,0,0,2019-01-25T12:29:02.798Z,2019-01-25T12:29:02.798Z,0,2019-01-25T12:29:02.798Z
SerialNr5,1,2,49,0,2019-01-25T12:29:02.805Z,2019-01-25T12:29:02.805Z,0,2019-01-25T12:29:02.805Z
SerialNr3,1,0,49,0,2019-01-25T12:29:02.813Z,2019-01-25T12:29:02.813Z,0,2019-01-25T12:29:02.813Z
SerialNr1,0,8,0,0,2019-01-25T12:29:02.822Z,2019-01-25T12:29:02.822Z,0,2019-01-25T12:29:02.822Z
SerialNr2,0,8,0,0,2019-01-25T12:29:02.831Z,2019-01-25T12:29:02.831Z,0,2019-01-25T12:29:02.831Z
SerialNr3,0,7,0,0,2019-01-25T12:29:02.839Z,2019-01-25T12:29:02.839Z,0,2019-01-25T12:29:02.839Z
SerialNr4,0,9,0,0,2019-01-25T12:29:02.847Z,2019-01-25T12:29:02.847Z,0,2019-01-25T12:29:02.847Z
SerialNr5,0,8,0,0,2019-01-25T12:29:02.854Z,2019-01-25T12:29:02.854Z,0,2019-01-25T12:29:02.854Z
SerialNr6,0,8,0,0,2019-01-25T12:29:02.861Z,2019-01-25T12:29:02.861Z,0,2019-01-25T12:29:02.861Z
SerialNr7,0,9,0,0,2019-01-25T12:29:02.869Z,2019-01-25T12:29:02.869Z,0,2019-01-25T12:29:02.869Z
SerialNr8,0,9,0,0,2019-01-25T12:29:02.877Z,2019-01-25T12:29:02.877Z,0,2019-01-25T12:29:02.877Z
SerialNr9,0,7,0,0,2019-01-25T12:29:02.883Z,2019-01-25T12:29:02.883Z,0,2019-01-25T12:29:02.883Z
SerialNr0,0,8,0,0,2019-01-25T12:29:03.891Z,2019-01-25T12:29:03.891Z,0,2019-01-25T12:29:03.891Z
SerialNr1,0,8,0,0,2019-01-25T12:29:03.897Z,2019-01-25T12:29:03.897Z,0,2019-01-25T12:29:03.897Z
SerialNr2,0,9,0,0,2019-01-25T12:29:03.904Z,2019-01-25T12:29:03.904Z,0,2019-01-25T12:29:03.904Z
SerialNr3,0,7,0,0,2019-01-25T12:29:03.912Z,2019-01-25T12:29:03.912Z,0,2019-01-25T12:29:03.912Z
SerialNr4,0,9,0,0,2019-01-25T12:29:03.921Z,2019-01-25T12:29:03.921Z,0,2019-01-25T12:29:03.921Z
SerialNr5,0,8,0,0,2019-01-25T12:29:03.930Z,2019-01-25T12:29:03.930Z,0,2019-01-25T12:29:03.930Z
SerialNr6,0,8,0,0,2019-01-25T12:29:03.940Z,2019-01-25T12:29:03.940Z,0,2019-01-25T12:29:03.940Z
SerialNr7,0,9,0,0,2019-01-25T12:29:03.949Z,2019-01-25T12:29:03.949Z,0,2019-01-25T12:29:03.949Z
SerialNr8,0,9,0,0,2019-01-25T12:29:03.957Z,2019-01-25T12:29:03.957Z,0,2019-01-25T12:29:03.957Z
SerialNr9,0,7,0,0,2019-01-25T12:29:03.967Z,2019-01-25T12:29:03.967Z,0,2019-01-25T12:29:03.967Z
SerialNr0,0,8,0,0,2019-01-25T12:29:04.977Z,2019-01-25T12:29:04.977Z,0,2019-01-25T12:29:04.977Z
SerialNr1,0,8,0,0,2019-01-25T12:29:04.986Z,2019-01-25T12:29:04.986Z,0,2019-01-25T12:29:04.986Z
SerialNr2,0,9,0,0,2019-01-25T12:29:04.996Z,2019-01-25T12:29:04.996Z,0,2019-01-25T12:29:04.996Z
SerialNr3,0,7,0,0,2019-01-25T12:29:05.005Z,2019-01-25T12:29:05.005Z,0,2019-01-25T12:29:05.005Z
SerialNr4,0,9,0,0,2019-01-25T12:29:05.014Z,2019-01-25T12:29:05.014Z,0,2019-01-25T12:29:05.014Z
SerialNr5,0,8,0,0,2019-01-25T12:29:05.023Z,2019-01-25T12:29:05.023Z,0,2019-01-25T12:29:05.023Z
SerialNr6,0,8,0,0,2019-01-25T12:29:05.032Z,2019-01-25T12:29:05.032Z,0,2019-01-25T12:29:05.032Z
SerialNr7,0,9,0,0,2019-01-25T12:29:05.042Z,2019-01-25T12:29:05.042Z,0,2019-01-25T12:29:05.042Z
SerialNr8,0,10,0,0,2019-01-25T12:29:05.051Z,2019-01-25T12:29:05.051Z,0,2019-01-25T12:29:05.051Z
SerialNr9,0,7,0,0,2019-01-25T12:29:05.059Z,2019-01-25T12:29:05.059Z,0,2019-01-25T12:29:05.059Z
SerialNr0,0,8,0,0,2019-01-25T12:29:06.070Z,2019-01-25T12:29:06.070Z,0,2019-01-25T12:29:06.070Z
SerialNr8,1,3,49,0,2019-01-25T12:29:06.085Z,2019-01-25T12:29:06.085Z,0,2019-01-25T12:29:06.085Z
SerialNr5,1,3,49,0,2019-01-25T12:29:06.101Z,2019-01-25T12:29:06.101Z,0,2019-01-25T12:29:06.101Z
SerialNr1,1,2,49,0,2019-01-25T12:29:06.119Z,2019-01-25T12:29:06.119Z,0,2019-01-25T12:29:06.119Z
SerialNr9,1,3,49,0,2019-01-25T12:29:06.134Z,2019-01-25T12:29:06.134Z,0,2019-01-25T12:29:06.134Z
SerialNr4,1,2,49,1,2019-01-25T12:29:06.143Z,2019-01-25T12:29:06.143Z,0,2019-01-25T12:29:06.143Z
SerialNr1,0,8,0,0,2019-01-25T12:29:06.153Z,2019-01-25T12:29:06.153Z,0,2019-01-25T12:29:06.153Z
SerialNr2,0,9,0,0,2019-01-25T12:29:06.163Z,2019-01-25T12:29:06.163Z,0,2019-01-25T12:29:06.163Z
SerialNr3,0,7,0,0,2019-01-25T12:29:06.173Z,2019-01-25T12:29:06.173Z,0,2019-01-25T12:29:06.173Z
SerialNr4,0,9,0,0,2019-01-25T12:29:06.181Z,2019-01-25T12:29:06.181Z,0,2019-01-25T12:29:06.181Z
SerialNr5,0,8,0,0,2019-01-25T12:29:06.192Z,2019-01-25T12:29:06.192Z,0,2019-01-25T12:29:06.192Z
SerialNr6,0,8,0,0,2019-01-25T12:29:06.201Z,2019-01-25T12:29:06.201Z,0,2019-01-25T12:29:06.201Z
SerialNr7,0,9,0,0,2019-01-25T12:29:06.210Z,2019-01-25T12:29:06.210Z,0,2019-01-25T12:29:06.210Z
SerialNr8,0,10,0,0,2019-01-25T12:29:06.219Z,2019-01-25T12:29:06.219Z,0,2019-01-25T12:29:06.219Z
SerialNr9,0,7,0,0,2019-01-25T12:29:06.229Z,2019-01-25T12:29:06.229Z,0,2019-01-25T12:29:06.229Z
SerialNr0,0,8,0,0,2019-01-25T12:29:07.241Z,2019-01-25T12:29:07.241Z,0,2019-01-25T12:29:07.241Z
SerialNr1,0,8,0,0,2019-01-25T12:29:07.251Z,2019-01-25T12:29:07.251Z,0,2019-01-25T12:29:07.251Z
SerialNr2,0,9,0,0,2019-01-25T12:29:07.262Z,2019-01-25T12:29:07.262Z,0,2019-01-25T12:29:07.262Z
SerialNr3,0,7,0,0,2019-01-25T12:29:07.272Z,2019-01-25T12:29:07.272Z,0,2019-01-25T12:29:07.272Z
SerialNr4,0,9,0,0,2019-01-25T12:29:07.282Z,2019-01-25T12:29:07.282Z,0,2019-01-25T12:29:07.282Z
SerialNr5,0,8,0,0,2019-01-25T12:29:07.291Z,2019-01-25T12:29:07.291Z,0,2019-01-25T12:29:07.291Z
SerialNr6,0,8,0,0,2019-01-25T12:29:07.301Z,2019-01-25T12:29:07.301Z,0,2019-01-25T12:29:07.301Z
SerialNr7,0,9,0,0,2019-01-25T12:29:07.311Z,2019-01-25T12:29:07.311Z,0,2019-01-25T12:29:07.311Z
SerialNr8,0,10,0,0,2019-01-25T12:29:07.320Z,2019-01-25T12:29:07.320Z,0,2019-01-25T12:29:07.320Z
SerialNr9,0,7,0,0,2019-01-25T12:29:07.329Z,2019-01-25T12:29:07.329Z,0,2019-01-25T12:29:07.329Z
SerialNr0,0,8,0,0,2019-01-25T12:29:08.338Z,2019-01-25T12:29:08.338Z,0,2019-01-25T12:29:08.338Z
SerialNr1,0,8,0,0,2019-01-25T12:29:08.348Z,2019-01-25T12:29:08.348Z,0,2019-01-25T12:29:08.348Z
SerialNr2,0,9,0,0,2019-01-25T12:29:08.358Z,2019-01-25T12:29:08.358Z,0,2019-01-25T12:29:08.358Z
SerialNr3,0,7,0,0,2019-01-25T12:29:08.369Z,2019-01-25T12:29:08.369Z,0,2019-01-25T12:29:08.369Z
SerialNr4,0,9,0,0,2019-01-25T12:29:08.379Z,2019-01-25T12:29:08.379Z,0,2019-01-25T12:29:08.379Z
SerialNr5,0,8,0,0,2019-01-25T12:29:08.388Z,2019-01-25T12:29:08.388Z,0,2019-01-25T12:29:08.388Z
SerialNr6,0,8,0,0,2019-01-25T12:29:08.398Z,2019-01-25T12:29:08.398Z,0,2019-01-25T12:29:08.398Z
SerialNr7,0,9,0,0,2019-01-25T12:29:08.407Z,2019-01-25T12:29:08.407Z,0,2019-01-25T12:29:08.407Z
SerialNr8,0,10,0,0,2019-01-25T12:29:08.417Z,2019-01-25T12:29:08.417Z,0,2019-01-25T12:29:08.417Z
SerialNr9,0,7,0,0,2019-01-25T12:29:08.427Z,2019-01-25T12:29:08.427Z,0,2019-01-25T12:29:08.427Z
SerialNr0,0,8,0,0,2019-01-25T12:29:09.437Z,2019-01-25T12:29:09.437Z,0,2019-01-25T12:29:09.437Z
SerialNr3,1,2,49,0,2019-01-25T12:29:09.448Z,2019-01-25T12:29:09.448Z,0,2019-01-25T12:29:09.448Z
SerialNr4,1,2,48,0,2019-01-25T12:29:09.459Z,2019-01-25T12:29:09.459Z,0,2019-01-25T12:29:09.459Z
SerialNr1,1,2,48,0,2019-01-25T12:29:09.469Z,2019-01-25T12:29:09.469Z,0,2019-01-25T12:29:09.469Z
SerialNr1,0,8,0,0,2019-01-25T12:29:09.479Z,2019-01-25T12:29:09.479Z,0,2019-01-25T12:29:09.479Z
SerialNr2,0,9,0,0,2019-01-25T12:29:09.488Z,2019-01-25T12:29:09.488Z,0,2019-01-25T12:29:09.488Z
SerialNr3,0,7,0,0,2019-01-25T12:29:09.499Z,2019-01-25T12:29:09.499Z,0,2019-01-25T12:29:09.499Z
SerialNr4,0,9,0,0,2019-01-25T12:29:09.510Z,2019-01-25T12:29:09.510Z,0,2019-01-25T12:29:09.510Z
SerialNr5,0,8,0,0,2019-01-25T12:29:09.523Z,2019-01-25T12:29:09.523Z,0,2019-01-25T12:29:09.523Z
SerialNr6,0,8,0,0,2019-01-25T12:29:09.534Z,2019-01-25T12:29:09.534Z,0,2019-01-25T12:29:09.534Z
SerialNr7,0,9,0,0,2019-01-25T12:29:09.547Z,2019-01-25T12:29:09.547Z,0,2019-01-25T12:29:09.547Z
SerialNr8,0,10,0,0,2019-01-25T12:29:09.559Z,2019-01-25T12:29:09.559Z,0,2019-01-25T12:29:09.559Z
SerialNr9,0,7,0,0,2019-01-25T12:29:09.572Z,2019-01-25T12:29:09.572Z,0,2019-01-25T12:29:09.572Z
SerialNr0,0,8,0,0,2019-01-25T12:29:10.585Z,2019-01-25T12:29:10.585Z,0,2019-01-25T12:29:10.585Z
SerialNr1,0,8,0,0,2019-01-25T12:29:10.595Z,2019-01-25T12:29:10.595Z,0,2019-01-25T12:29:10.595Z
SerialNr2,0,8,0,0,2019-01-25T12:29:10.606Z,2019-01-25T12:29:10.606Z,0,2019-01-25T12:29:10.606Z
SerialNr3,0,7,0,0,2019-01-25T12:29:10.618Z,2019-01-25T12:29:10.618Z,0,2019-01-25T12:29:10.618Z
SerialNr4,0,9,0,0,2019-01-25T12:29:10.628Z,2019-01-25T12:29:10.628Z,0,2019-01-25T12:29:10.628Z
SerialNr5,0,8,0,0,2019-01-25T12:29:10.637Z,2019-01-25T12:29:10.637Z,0,2019-01-25T12:29:10.637Z
SerialNr6,0,8,0,0,2019-01-25T12:29:10.647Z,2019-01-25T12:29:10.647Z,0,2019-01-25T12:29:10.647Z
SerialNr7,0,9,0,0,2019-01-25T12:29:10.657Z,2019-01-25T12:29:10.657Z,0,2019-01-25T12:29:10.657Z
SerialNr8,0,10,0,0,2019-01-25T12:29:10.667Z,2019-01-25T12:29:10.667Z,0,2019-01-25T12:29:10.667Z
SerialNr9,0,7,0,0,2019-01-25T12:29:10.677Z,2019-01-25T12:29:10.677Z,0,2019-01-25T12:29:10.677Z
SerialNr0,0,8,0,0,2019-01-25T12:29:11.687Z,2019-01-25T12:29:11.687Z,0,2019-01-25T12:29:11.687Z
SerialNr1,0,8,0,0,2019-01-25T12:29:11.696Z,2019-01-25T12:29:11.696Z,0,2019-01-25T12:29:11.696Z
SerialNr2,0,8,0,0,2019-01-25T12:29:11.705Z,2019-01-25T12:29:11.705Z,0,2019-01-25T12:29:11.705Z
SerialNr3,0,7,0,0,2019-01-25T12:29:11.715Z,2019-01-25T12:29:11.715Z,0,2019-01-25T12:29:11.715Z
SerialNr4,0,9,0,0,2019-01-25T12:29:11.725Z,2019-01-25T12:29:11.725Z,0,2019-01-25T12:29:11.725Z
SerialNr5,0,8,0,0,2019-01-25T12:29:11.735Z,2019-01-25T12:29:11.735Z,0,2019-01-25T12:29:11.735Z
SerialNr6,0,8,0,0,2019-01-25T12:29:11.744Z,2019-01-25T12:29:11.744Z,0,2019-01-25T12:29:11.744Z
SerialNr7,0,9,0,0,2019-01-25T12:29:11.753Z,2019-01-25T12:29:11.753Z,0,2019-01-25T12:29:11.753Z
SerialNr8,0,10,0,0,2019-01-25T12:29:11.763Z,2019-01-25T12:29:11.763Z,0,2019-01-25T12:29:11.763Z
SerialNr9,0,7,0,0,2019-01-25T12:29:11.774Z,2019-01-25T12:29:11.774Z,0,2019-01-25T12:29:11.774Z
SerialNr0,0,8,0,0,2019-01-25T12:29:12.785Z,2019-01-25T12:29:12.785Z,0,2019-01-25T12:29:12.785Z
SerialNr8,1,4,49,1,2019-01-25T12:29:12.795Z,2019-01-25T12:29:12.795Z,0,2019-01-25T12:29:12.795Z
SerialNr0,1,2,49,0,2019-01-25T12:29:12.806Z,2019-01-25T12:29:12.806Z,0,2019-01-25T12:29:12.806Z
SerialNr6,1,0,49,0,2019-01-25T12:29:12.817Z,2019-01-25T12:29:12.817Z,0,2019-01-25T12:29:12.817Z
SerialNr9,1,1,48,0,2019-01-25T12:29:12.827Z,2019-01-25T12:29:12.827Z,0,2019-01-25T12:29:12.827Z
SerialNr1,1,0,49,0,2019-01-25T12:29:12.836Z,2019-01-25T12:29:12.836Z,0,2019-01-25T12:29:12.836Z
SerialNr4,1,2,47,0,2019-01-25T12:29:12.847Z,2019-01-25T12:29:12.847Z,0,2019-01-25T12:29:12.847Z
SerialNr5,1,0,49,0,2019-01-25T12:29:12.857Z,2019-01-25T12:29:12.857Z,0,2019-01-25T12:29:12.857Z
SerialNr1,0,8,0,0,2019-01-25T12:29:12.868Z,2019-01-25T12:29:12.868Z,0,2019-01-25T12:29:12.868Z
SerialNr2,0,8,0,0,2019-01-25T12:29:12.877Z,2019-01-25T12:29:12.877Z,0,2019-01-25T12:29:12.877Z
SerialNr3,0,7,0,0,2019-01-25T12:29:12.887Z,2019-01-25T12:29:12.887Z,0,2019-01-25T12:29:12.887Z
SerialNr4,0,10,0,0,2019-01-25T12:29:12.897Z,2019-01-25T12:29:12.897Z,0,2019-01-25T12:29:12.897Z
SerialNr5,0,8,0,0,2019-01-25T12:29:12.908Z,2019-01-25T12:29:12.908Z,0,2019-01-25T12:29:12.908Z
SerialNr6,0,8,0,0,2019-01-25T12:29:12.918Z,2019-01-25T12:29:12.918Z,0,2019-01-25T12:29:12.918Z
SerialNr7,0,9,0,0,2019-01-25T12:29:12.927Z,2019-01-25T12:29:12.927Z,0,2019-01-25T12:29:12.927Z
SerialNr8,0,10,0,0,2019-01-25T12:29:12.936Z,2019-01-25T12:29:12.936Z,0,2019-01-25T12:29:12.936Z
SerialNr9,0,7,0,0,2019-01-25T12:29:12.945Z,2019-01-25T12:29:12.945Z,0,2019-01-25T12:29:12.945Z
SerialNr0,0,8,0,0,2019-01-25T12:29:13.957Z,2019-01-25T12:29:13.957Z,0,2019-01-25T12:29:13.957Z
SerialNr1,0,8,0,0,2019-01-25T12:29:13.966Z,2019-01-25T12:29:13.966Z,0,2019-01-25T12:29:13.966Z
SerialNr2,0,8,0,0,2019-01-25T12:29:13.974Z,2019-01-25T12:29:13.974Z,0,2019-01-25T12:29:13.974Z
SerialNr3,0,7,0,0,2019-01-25T12:29:13.984Z,2019-01-25T12:29:13.984Z,0,2019-01-25T12:29:13.984Z
SerialNr4,0,10,0,0,2019-01-25T12:29:13.996Z,2019-01-25T12:29:13.996Z,0,2019-01-25T12:29:13.996Z
SerialNr5,0,8,0,0,2019-01-25T12:29:14.005Z,2019-01-25T12:29:14.005Z,0,2019-01-25T12:29:14.005Z
SerialNr6,0,8,0,0,2019-01-25T12:29:14.015Z,2019-01-25T12:29:14.015Z,0,2019-01-25T12:29:14.015Z
SerialNr7,0,9,0,0,2019-01-25T12:29:14.025Z,2019-01-25T12:29:14.025Z,0,2019-01-25T12:29:14.025Z
SerialNr8,0,10,0,0,2019-01-25T12:29:14.035Z,2019-01-25T12:29:14.035Z,0,2019-01-25T12:29:14.035Z
SerialNr9,0,7,0,0,2019-01-25T12:29:14.045Z,2019-01-25T12:29:14.045Z,0,2019-01-25T12:29:14.045Z
SerialNr0,0,8,0,0,2019-01-25T12:29:15.055Z,2019-01-25T12:29:15.055Z,0,2019-01-25T12:29:15.055Z
SerialNr1,0,8,0,0,2019-01-25T12:29:15.065Z,2019-01-25T12:29:15.065Z,0,2019-01-25T12:29:15.065Z
SerialNr2,0,8,0,0,2019-01-25T12:29:15.076Z,2019-01-25T12:29:15.076Z,0,2019-01-25T12:29:15.076Z
SerialNr3,0,7,0,0,2019-01-25T12:29:15.086Z,2019-01-25T12:29:15.086Z,0,2019-01-25T12:29:15.086Z
SerialNr4,0,9,0,0,2019-01-25T12:29:15.095Z,2019-01-25T12:29:15.095Z,0,2019-01-25T12:29:15.095Z
SerialNr5,0,8,0,0,2019-01-25T12:29:15.105Z,2019-01-25T12:29:15.105Z,0,2019-01-25T12:29:15.105Z
SerialNr6,0,8,0,0,2019-01-25T12:29:15.117Z,2019-01-25T12:29:15.117Z,0,2019-01-25T12:29:15.117Z
SerialNr7,0,9,0,0,2019-01-25T12:29:15.127Z,2019-01-25T12:29:15.127Z,0,2019-01-25T12:29:15.127Z
SerialNr8,0,11,0,0,2019-01-25T12:29:15.137Z,2019-01-25T12:29:15.137Z,0,2019-01-25T12:29:15.137Z
SerialNr9,0,7,0,0,2019-01-25T12:29:15.147Z,2019-01-25T12:29:15.147Z,0,2019-01-25T12:29:15.147Z
SerialNr0,0,8,0,0,2019-01-25T12:29:16.158Z,2019-01-25T12:29:16.158Z,0,2019-01-25T12:29:16.158Z
SerialNr1,1,0,48,0,2019-01-25T12:29:16.169Z,2019-01-25T12:29:16.169Z,0,2019-01-25T12:29:16.169Z
SerialNr5,1,1,49,0,2019-01-25T12:29:16.180Z,2019-01-25T12:29:16.180Z,0,2019-01-25T12:29:16.180Z
SerialNr4,1,0,49,0,2019-01-25T12:29:16.190Z,2019-01-25T12:29:16.190Z,0,2019-01-25T12:29:16.190Z
