SerialNumber,EventType,EventValue1,EventValue2,EventValue3,EventTime,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime
SerialNr1,0,8,0,0,2018-04-12T05:23:05.318Z,2018-04-12T05:23:05.318Z,0,2018-04-12T05:23:05.318Z
SerialNr2,0,8,0,0,2018-04-12T05:23:05.326Z,2018-04-12T05:23:05.326Z,0,2018-04-12T05:23:05.326Z
SerialNr3,0,8,0,0,2018-04-12T05:23:05.333Z,2018-04-12T05:23:05.333Z,0,2018-04-12T05:23:05.333Z
SerialNr4,0,8,0,0,2018-04-12T05:23:05.339Z,2018-04-12T05:23:05.339Z,0,2018-04-12T05:23:05.339Z
SerialNr5,0,9,0,0,2018-04-12T05:23:05.345Z,2018-04-12T05:23:05.345Z,0,2018-04-12T05:23:05.345Z
SerialNr6,0,8,0,0,2018-04-12T05:23:05.350Z,2018-04-12T05:23:05.350Z,0,2018-04-12T05:23:05.350Z
SerialNr7,0,8,0,0,2018-04-12T05:23:05.356Z,2018-04-12T05:23:05.356Z,0,2018-04-12T05:23:05.356Z
SerialNr8,0,8,0,0,2018-04-12T05:23:05.363Z,2018-04-12T05:23:05.363Z,0,2018-04-12T05:23:05.363Z
SerialNr9,0,8,0,0,2018-04-12T05:23:05.368Z,2018-04-12T05:23:05.368Z,0,2018-04-12T05:23:05.368Z
SerialNr0,0,8,0,0,2018-04-12T05:23:06.375Z,2018-04-12T05:23:06.375Z,0,2018-04-12T05:23:06.375Z
SerialNr1,0,8,0,0,2018-04-12T05:23:06.381Z,2018-04-12T05:23:06.381Z,0,2018-04-12T05:23:06.381Z
SerialNr2,0,8,0,0,2018-04-12T05:23:06.387Z,2018-04-12T05:23:06.387Z,0,2018-04-12T05:23:06.387Z
SerialNr3,0,9,0,0,2018-04-12T05:23:06.392Z,2018-04-12T05:23:06.392Z,0,2018-04-12T05:23:06.392Z
SerialNr4,0,8,0,0,2018-04-12T05:23:06.400Z,2018-04-12T05:23:06.400Z,0,2018-04-12T05:23:06.400Z
SerialNr5,0,9,0,0,2018-04-12T05:23:06.405Z,2018-04-12T05:23:06.405Z,0,2018-04-12T05:23:06.405Z
SerialNr6,0,8,0,0,2018-04-12T05:23:06.411Z,2018-04-12T05:23:06.411Z,0,2018-04-12T05:23:06.411Z
SerialNr7,0,8,0,0,2018-04-12T05:23:06.418Z,2018-04-12T05:23:06.418Z,0,2018-04-12T05:23:06.418Z
SerialNr8,0,8,0,0,2018-04-12T05:23:06.441Z,2018-04-12T05:23:06.441Z,0,2018-04-12T05:23:06.441Z
SerialNr9,0,8,0,0,2018-04-12T05:23:06.451Z,2018-04-12T05:23:06.451Z,0,2018-04-12T05:23:06.451Z
SerialNr0,0,8,0,0,2018-04-12T05:23:07.459Z,2018-04-12T05:23:07.459Z,0,2018-04-12T05:23:07.459Z
SerialNr1,0,8,0,0,2018-04-12T05:23:07.465Z,2018-04-12T05:23:07.465Z,0,2018-04-12T05:23:07.465Z
SerialNr2,0,8,0,0,2018-04-12T05:23:07.471Z,2018-04-12T05:23:07.471Z,0,2018-04-12T05:23:07.471Z
SerialNr3,0,9,0,0,2018-04-12T05:23:07.476Z,2018-04-12T05:23:07.476Z,0,2018-04-12T05:23:07.476Z
SerialNr4,0,8,0,0,2018-04-12T05:23:07.485Z,2018-04-12T05:23:07.485Z,0,2018-04-12T05:23:07.485Z
SerialNr5,0,9,0,0,2018-04-12T05:23:07.492Z,2018-04-12T05:23:07.492Z,0,2018-04-12T05:23:07.492Z
SerialNr6,0,8,0,0,2018-04-12T05:23:07.498Z,2018-04-12T05:23:07.498Z,0,2018-04-12T05:23:07.498Z
SerialNr7,0,8,0,0,2018-04-12T05:23:07.506Z,2018-04-12T05:23:07.506Z,0,2018-04-12T05:23:07.506Z
SerialNr8,0,8,0,0,2018-04-12T05:23:07.514Z,2018-04-12T05:23:07.514Z,0,2018-04-12T05:23:07.514Z
SerialNr9,0,8,0,0,2018-04-12T05:23:07.523Z,2018-04-12T05:23:07.523Z,0,2018-04-12T05:23:07.523Z
SerialNr0,0,8,0,0,2018-04-12T05:23:08.534Z,2018-04-12T05:23:08.534Z,0,2018-04-12T05:23:08.534Z
SerialNr9,1,1,49,1,2018-04-12T05:23:08.540Z,2018-04-12T05:23:08.540Z,0,2018-04-12T05:23:08.540Z
SerialNr6,1,2,49,0,2018-04-12T05:23:08.546Z,2018-04-12T05:23:08.546Z,0,2018-04-12T05:23:08.546Z
SerialNr7,1,4,49,0,2018-04-12T05:23:08.552Z,2018-04-12T05:23:08.552Z,0,2018-04-12T05:23:08.552Z
SerialNr3,1,3,49,0,2018-04-12T05:23:08.559Z,2018-04-12T05:23:08.559Z,0,2018-04-12T05:23:08.559Z
SerialNr1,0,8,0,0,2018-04-12T05:23:08.565Z,2018-04-12T05:23:08.565Z,0,2018-04-12T05:23:08.565Z
SerialNr2,0,8,0,0,2018-04-12T05:23:08.573Z,2018-04-12T05:23:08.573Z,0,2018-04-12T05:23:08.573Z
SerialNr3,0,9,0,0,2018-04-12T05:23:08.580Z,2018-04-12T05:23:08.580Z,0,2018-04-12T05:23:08.580Z
SerialNr4,0,8,0,0,2018-04-12T05:23:08.588Z,2018-04-12T05:23:08.588Z,0,2018-04-12T05:23:08.588Z
SerialNr5,0,9,0,0,2018-04-12T05:23:08.597Z,2018-04-12T05:23:08.597Z,0,2018-04-12T05:23:08.597Z
SerialNr6,0,8,0,0,2018-04-12T05:23:08.606Z,2018-04-12T05:23:08.606Z,0,2018-04-12T05:23:08.606Z
SerialNr7,0,8,0,0,2018-04-12T05:23:08.614Z,2018-04-12T05:23:08.614Z,0,2018-04-12T05:23:08.614Z
SerialNr8,0,8,0,0,2018-04-12T05:23:08.621Z,2018-04-12T05:23:08.621Z,0,2018-04-12T05:23:08.621Z
SerialNr9,0,8,0,0,2018-04-12T05:23:08.629Z,2018-04-12T05:23:08.629Z,0,2018-04-12T05:23:08.629Z
SerialNr0,0,8,0,0,2018-04-12T05:23:09.635Z,2018-04-12T05:23:09.635Z,0,2018-04-12T05:23:09.635Z
SerialNr1,0,8,0,0,2018-04-12T05:23:09.641Z,2018-04-12T05:23:09.641Z,0,2018-04-12T05:23:09.641Z
SerialNr2,0,8,0,0,2018-04-12T05:23:09.649Z,2018-04-12T05:23:09.649Z,0,2018-04-12T05:23:09.649Z
SerialNr3,0,9,0,0,2018-04-12T05:23:09.656Z,2018-04-12T05:23:09.656Z,0,2018-04-12T05:23:09.656Z
SerialNr4,0,8,0,0,2018-04-12T05:23:09.662Z,2018-04-12T05:23:09.662Z,0,2018-04-12T05:23:09.662Z
SerialNr5,0,9,0,0,2018-04-12T05:23:09.667Z,2018-04-12T05:23:09.667Z,0,2018-04-12T05:23:09.667Z
SerialNr6,0,8,0,0,2018-04-12T05:23:09.673Z,2018-04-12T05:23:09.673Z,0,2018-04-12T05:23:09.673Z
SerialNr7,0,8,0,0,2018-04-12T05:23:09.681Z,2018-04-12T05:23:09.681Z,0,2018-04-12T05:23:09.681Z
SerialNr8,0,7,0,0,2018-04-12T05:23:09.689Z,2018-04-12T05:23:09.689Z,0,2018-04-12T05:23:09.689Z
SerialNr9,0,8,0,0,2018-04-12T05:23:09.697Z,2018-04-12T05:23:09.697Z,0,2018-04-12T05:23:09.697Z
SerialNr0,0,8,0,0,2018-04-12T05:23:10.703Z,2018-04-12T05:23:10.703Z,0,2018-04-12T05:23:10.703Z
SerialNr1,0,8,0,0,2018-04-12T05:23:10.711Z,2018-04-12T05:23:10.711Z,0,2018-04-12T05:23:10.711Z
SerialNr2,0,8,0,0,2018-04-12T05:23:10.718Z,2018-04-12T05:23:10.718Z,0,2018-04-12T05:23:10.718Z
SerialNr3,0,9,0,0,2018-04-12T05:23:10.724Z,2018-04-12T05:23:10.724Z,0,2018-04-12T05:23:10.724Z
SerialNr4,0,8,0,0,2018-04-12T05:23:10.730Z,2018-04-12T05:23:10.730Z,0,2018-04-12T05:23:10.730Z
SerialNr5,0,9,0,0,2018-04-12T05:23:10.735Z,2018-04-12T05:23:10.735Z,0,2018-04-12T05:23:10.735Z
SerialNr6,0,8,0,0,2018-04-12T05:23:10.741Z,2018-04-12T05:23:10.741Z,0,2018-04-12T05:23:10.741Z
SerialNr7,0,8,0,0,2018-04-12T05:23:10.749Z,2018-04-12T05:23:10.749Z,0,2018-04-12T05:23:10.749Z
SerialNr8,0,7,0,0,2018-04-12T05:23:10.755Z,2018-04-12T05:23:10.755Z,0,2018-04-12T05:23:10.755Z
SerialNr9,0,8,0,0,2018-04-12T05:23:10.760Z,2018-04-12T05:23:10.760Z,0,2018-04-12T05:23:10.760Z
SerialNr0,0,8,0,0,2018-04-12T05:23:11.768Z,2018-04-12T05:23:11.768Z,0,2018-04-12T05:23:11.768Z
SerialNr9,1,2,48,0,2018-04-12T05:23:11.781Z,2018-04-12T05:23:11.781Z,0,2018-04-12T05:23:11.781Z
SerialNr7,1,1,49,0,2018-04-12T05:23:11.792Z,2018-04-12T05:23:11.792Z,0,2018-04-12T05:23:11.792Z
SerialNr8,1,3,49,0,2018-04-12T05:23:11.804Z,2018-04-12T05:23:11.804Z,0,2018-04-12T05:23:11.804Z
SerialNr1,1,1,49,0,2018-04-12T05:23:11.817Z,2018-04-12T05:23:11.817Z,0,2018-04-12T05:23:11.817Z
SerialNr3,1,3,48,0,2018-04-12T05:23:11.824Z,2018-04-12T05:23:11.824Z,0,2018-04-12T05:23:11.824Z
SerialNr4,1,1,49,0,2018-04-12T05:23:11.830Z,2018-04-12T05:23:11.830Z,0,2018-04-12T05:23:11.830Z
SerialNr1,0,8,0,0,2018-04-12T05:23:11.835Z,2018-04-12T05:23:11.835Z,0,2018-04-12T05:23:11.835Z
SerialNr2,0,8,0,0,2018-04-12T05:23:11.841Z,2018-04-12T05:23:11.841Z,0,2018-04-12T05:23:11.841Z
SerialNr3,0,9,0,0,2018-04-12T05:23:11.849Z,2018-04-12T05:23:11.849Z,0,2018-04-12T05:23:11.849Z
SerialNr4,0,8,0,0,2018-04-12T05:23:11.855Z,2018-04-12T05:23:11.855Z,0,2018-04-12T05:23:11.855Z
SerialNr5,0,9,0,0,2018-04-12T05:23:11.860Z,2018-04-12T05:23:11.860Z,0,2018-04-12T05:23:11.860Z
SerialNr6,0,8,0,0,2018-04-12T05:23:11.867Z,2018-04-12T05:23:11.867Z,0,2018-04-12T05:23:11.867Z
SerialNr7,0,8,0,0,2018-04-12T05:23:11.873Z,2018-04-12T05:23:11.873Z,0,2018-04-12T05:23:11.873Z
SerialNr8,0,7,0,0,2018-04-12T05:23:11.880Z,2018-04-12T05:23:11.880Z,0,2018-04-12T05:23:11.880Z
SerialNr9,0,8,0,0,2018-04-12T05:23:11.886Z,2018-04-12T05:23:11.886Z,0,2018-04-12T05:23:11.886Z
SerialNr0,0,8,0,0,2018-04-12T05:23:12.892Z,2018-04-12T05:23:12.892Z,0,2018-04-12T05:23:12.892Z
SerialNr1,0,8,0,0,2018-04-12T05:23:12.900Z,2018-04-12T05:23:12.900Z,0,2018-04-12T05:23:12.900Z
SerialNr2,0,8,0,0,2018-04-12T05:23:12.907Z,2018-04-12T05:23:12.907Z,0,2018-04-12T05:23:12.907Z
SerialNr3,0,8,0,0,2018-04-12T05:23:12.913Z,2018-04-12T05:23:12.913Z,0,2018-04-12T05:23:12.913Z
SerialNr4,0,8,0,0,2018-04-12T05:23:12.919Z,2018-04-12T05:23:12.919Z,0,2018-04-12T05:23:12.919Z
SerialNr5,0,9,0,0,2018-04-12T05:23:12.924Z,2018-04-12T05:23:12.924Z,0,2018-04-12T05:23:12.924Z
SerialNr6,0,8,0,0,2018-04-12T05:23:12.931Z,2018-04-12T05:23:12.931Z,0,2018-04-12T05:23:12.931Z
SerialNr7,0,8,0,0,2018-04-12T05:23:12.937Z,2018-04-12T05:23:12.937Z,0,2018-04-12T05:23:12.937Z
SerialNr8,0,7,0,0,2018-04-12T05:23:12.943Z,2018-04-12T05:23:12.943Z,0,2018-04-12T05:23:12.943Z
SerialNr9,0,8,0,0,2018-04-12T05:23:12.950Z,2018-04-12T05:23:12.950Z,0,2018-04-12T05:23:12.950Z
SerialNr0,0,8,0,0,2018-04-12T05:23:13.958Z,2018-04-12T05:23:13.958Z,0,2018-04-12T05:23:13.958Z
SerialNr1,0,9,0,0,2018-04-12T05:23:13.966Z,2018-04-12T05:23:13.966Z,0,2018-04-12T05:23:13.966Z
SerialNr2,0,8,0,0,2018-04-12T05:23:13.971Z,2018-04-12T05:23:13.971Z,0,2018-04-12T05:23:13.971Z
SerialNr3,0,8,0,0,2018-04-12T05:23:13.976Z,2018-04-12T05:23:13.976Z,0,2018-04-12T05:23:13.976Z
SerialNr4,0,8,0,0,2018-04-12T05:23:13.984Z,2018-04-12T05:23:13.984Z,0,2018-04-12T05:23:13.984Z
SerialNr5,0,9,0,0,2018-04-12T05:23:13.989Z,2018-04-12T05:23:13.989Z,0,2018-04-12T05:23:13.989Z
SerialNr6,0,8,0,0,2018-04-12T05:23:13.995Z,2018-04-12T05:23:13.995Z,0,2018-04-12T05:23:13.995Z
SerialNr7,0,8,0,0,2018-04-12T05:23:14.001Z,2018-04-12T05:23:14.001Z,0,2018-04-12T05:23:14.001Z
SerialNr8,0,7,0,0,2018-04-12T05:23:14.006Z,2018-04-12T05:23:14.006Z,0,2018-04-12T05:23:14.006Z
SerialNr9,0,8,0,0,2018-04-12T05:23:14.012Z,2018-04-12T05:23:14.012Z,0,2018-04-12T05:23:14.012Z
SerialNr0,0,8,0,0,2018-04-12T05:23:15.018Z,2018-04-12T05:23:15.018Z,0,2018-04-12T05:23:15.018Z
SerialNr1,1,1,48,0,2018-04-12T05:23:15.023Z,2018-04-12T05:23:15.023Z,0,2018-04-12T05:23:15.023Z
SerialNr5,1,2,49,0,2018-04-12T05:23:15.029Z,2018-04-12T05:23:15.029Z,0,2018-04-12T05:23:15.029Z
SerialNr9,1,0,49,0,2018-04-12T05:23:15.035Z,2018-04-12T05:23:15.035Z,0,2018-04-12T05:23:15.035Z
SerialNr8,1,0,49,0,2018-04-12T05:23:15.041Z,2018-04-12T05:23:15.041Z,0,2018-04-12T05:23:15.041Z
SerialNr1,0,9,0,0,2018-04-12T05:23:15.050Z,2018-04-12T05:23:15.050Z,0,2018-04-12T05:23:15.050Z
SerialNr2,0,8,0,0,2018-04-12T05:23:15.057Z,2018-04-12T05:23:15.057Z,0,2018-04-12T05:23:15.057Z
SerialNr3,0,8,0,0,2018-04-12T05:23:15.063Z,2018-04-12T05:23:15.063Z,0,2018-04-12T05:23:15.063Z
SerialNr4,0,8,0,0,2018-04-12T05:23:15.068Z,2018-04-12T05:23:15.068Z,0,2018-04-12T05:23:15.068Z
SerialNr5,0,9,0,0,2018-04-12T05:23:15.075Z,2018-04-12T05:23:15.075Z,0,2018-04-12T05:23:15.075Z
SerialNr6,0,8,0,0,2018-04-12T05:23:15.082Z,2018-04-12T05:23:15.082Z,0,2018-04-12T05:23:15.082Z
SerialNr7,0,8,0,0,2018-04-12T05:23:15.089Z,2018-04-12T05:23:15.089Z,0,2018-04-12T05:23:15.089Z
SerialNr8,0,7,0,0,2018-04-12T05:23:15.095Z,2018-04-12T05:23:15.095Z,0,2018-04-12T05:23:15.095Z
SerialNr9,0,8,0,0,2018-04-12T05:23:15.102Z,2018-04-12T05:23:15.102Z,0,2018-04-12T05:23:15.102Z
SerialNr0,0,8,0,0,2018-04-12T05:23:16.108Z,2018-04-12T05:23:16.108Z,0,2018-04-12T05:23:16.108Z
SerialNr1,0,9,0,0,2018-04-12T05:23:16.117Z,2018-04-12T05:23:16.117Z,0,2018-04-12T05:23:16.117Z
SerialNr2,0,8,0,0,2018-04-12T05:23:16.123Z,2018-04-12T05:23:16.123Z,0,2018-04-12T05:23:16.123Z
SerialNr3,0,8,0,0,2018-04-12T05:23:16.130Z,2018-04-12T05:23:16.130Z,0,2018-04-12T05:23:16.130Z
SerialNr4,0,8,0,0,2018-04-12T05:23:16.137Z,2018-04-12T05:23:16.137Z,0,2018-04-12T05:23:16.137Z
SerialNr5,0,9,0,0,2018-04-12T05:23:16.143Z,2018-04-12T05:23:16.143Z,0,2018-04-12T05:23:16.143Z
SerialNr6,0,8,0,0,2018-04-12T05:23:16.149Z,2018-04-12T05:23:16.149Z,0,2018-04-12T05:23:16.149Z
SerialNr7,0,8,0,0,2018-04-12T05:23:16.155Z,2018-04-12T05:23:16.155Z,0,2018-04-12T05:23:16.155Z
SerialNr8,0,7,0,0,2018-04-12T05:23:16.161Z,2018-04-12T05:23:16.161Z,0,2018-04-12T05:23:16.161Z
SerialNr9,0,7,0,0,2018-04-12T05:23:16.167Z,2018-04-12T05:23:16.167Z,0,2018-04-12T05:23:16.167Z
SerialNr0,0,8,0,0,2018-04-12T05:23:17.174Z,2018-04-12T05:23:17.174Z,0,2018-04-12T05:23:17.174Z
SerialNr1,0,9,0,0,2018-04-12T05:23:17.182Z,2018-04-12T05:23:17.182Z,0,2018-04-12T05:23:17.182Z
SerialNr2,0,8,0,0,2018-04-12T05:23:17.190Z,2018-04-12T05:23:17.190Z,0,2018-04-12T05:23:17.190Z
SerialNr3,0,8,0,0,2018-04-12T05:23:17.198Z,2018-04-12T05:23:17.198Z,0,2018-04-12T05:23:17.198Z
SerialNr4,0,8,0,0,2018-04-12T05:23:17.205Z,2018-04-12T05:23:17.205Z,0,2018-04-12T05:23:17.205Z
SerialNr5,0,9,0,0,2018-04-12T05:23:17.213Z,2018-04-12T05:23:17.213Z,0,2018-04-12T05:23:17.213Z
SerialNr6,0,8,0,0,2018-04-12T05:23:17.220Z,2018-04-12T05:23:17.220Z,0,2018-04-12T05:23:17.220Z
SerialNr7,0,7,0,0,2018-04-12T05:23:17.227Z,2018-04-12T05:23:17.227Z,0,2018-04-12T05:23:17.227Z
SerialNr8,0,6,0,0,2018-04-12T05:23:17.235Z,2018-04-12T05:23:17.235Z,0,2018-04-12T05:23:17.235Z
SerialNr9,0,7,0,0,2018-04-12T05:23:17.245Z,2018-04-12T05:23:17.245Z,0,2018-04-12T05:23:17.245Z
SerialNr0,0,8,0,0,2018-04-12T05:23:18.252Z,2018-04-12T05:23:18.252Z,0,2018-04-12T05:23:18.252Z
SerialNr3,1,3,47,0,2018-04-12T05:23:18.257Z,2018-04-12T05:23:18.257Z,0,2018-04-12T05:23:18.257Z
SerialNr0,1,0,48,0,2018-04-12T05:23:18.265Z,2018-04-12T05:23:18.265Z,0,2018-04-12T05:23:18.265Z
SerialNr1,0,9,0,0,2018-04-12T05:23:18.270Z,2018-04-12T05:23:18.270Z,0,2018-04-12T05:23:18.270Z
SerialNr2,0,8,0,0,2018-04-12T05:23:18.275Z,2018-04-12T05:23:18.275Z,0,2018-04-12T05:23:18.275Z
SerialNr3,0,8,0,0,2018-04-12T05:23:18.282Z,2018-04-12T05:23:18.282Z,0,2018-04-12T05:23:18.282Z
SerialNr4,0,8,0,0,2018-04-12T05:23:18.288Z,2018-04-12T05:23:18.288Z,0,2018-04-12T05:23:18.288Z
SerialNr5,0,9,0,0,2018-04-12T05:23:18.294Z,2018-04-12T05:23:18.294Z,0,2018-04-12T05:23:18.294Z
SerialNr6,0,8,0,0,2018-04-12T05:23:18.301Z,2018-04-12T05:23:18.301Z,0,2018-04-12T05:23:18.301Z
SerialNr7,0,7,0,0,2018-04-12T05:23:18.313Z,2018-04-12T05:23:18.313Z,0,2018-04-12T05:23:18.313Z
SerialNr8,0,6,0,0,2018-04-12T05:23:18.320Z,2018-04-12T05:23:18.320Z,0,2018-04-12T05:23:18.320Z
SerialNr9,0,7,0,0,2018-04-12T05:23:18.328Z,2018-04-12T05:23:18.328Z,0,2018-04-12T05:23:18.328Z
SerialNr0,0,8,0,0,2018-04-12T05:23:19.337Z,2018-04-12T05:23:19.337Z,0,2018-04-12T05:23:19.337Z
SerialNr1,0,10,0,0,2018-04-12T05:23:19.344Z,2018-04-12T05:23:19.344Z,0,2018-04-12T05:23:19.344Z
SerialNr2,0,8,0,0,2018-04-12T05:23:19.350Z,2018-04-12T05:23:19.350Z,0,2018-04-12T05:23:19.350Z
SerialNr3,0,7,0,0,2018-04-12T05:23:19.356Z,2018-04-12T05:23:19.356Z,0,2018-04-12T05:23:19.356Z
SerialNr4,0,8,0,0,2018-04-12T05:23:19.363Z,2018-04-12T05:23:19.363Z,0,2018-04-12T05:23:19.363Z
SerialNr5,0,9,0,0,2018-04-12T05:23:19.369Z,2018-04-12T05:23:19.369Z,0,2018-04-12T05:23:19.369Z
SerialNr6,0,8,0,0,2018-04-12T05:23:19.375Z,2018-04-12T05:23:19.375Z,0,2018-04-12T05:23:19.375Z
SerialNr7,0,7,0,0,2018-04-12T05:23:19.383Z,2018-04-12T05:23:19.383Z,0,2018-04-12T05:23:19.383Z
SerialNr8,0,6,0,0,2018-04-12T05:23:19.390Z,2018-04-12T05:23:19.390Z,0,2018-04-12T05:23:19.390Z
SerialNr9,0,7,0,0,2018-04-12T05:23:19.396Z,2018-04-12T05:23:19.396Z,0,2018-04-12T05:23:19.396Z
SerialNr0,0,8,0,0,2018-04-12T05:23:20.404Z,2018-04-12T05:23:20.404Z,0,2018-04-12T05:23:20.404Z
SerialNr1,0,10,0,0,2018-04-12T05:23:20.409Z,2018-04-12T05:23:20.409Z,0,2018-04-12T05:23:20.409Z
SerialNr2,0,8,0,0,2018-04-12T05:23:20.416Z,2018-04-12T05:23:20.416Z,0,2018-04-12T05:23:20.416Z
SerialNr3,0,7,0,0,2018-04-12T05:23:20.422Z,2018-04-12T05:23:20.422Z,0,2018-04-12T05:23:20.422Z
SerialNr4,0,8,0,0,2018-04-12T05:23:20.428Z,2018-04-12T05:23:20.428Z,0,2018-04-12T05:23:20.428Z
SerialNr5,0,9,0,0,2018-04-12T05:23:20.433Z,2018-04-12T05:23:20.433Z,0,2018-04-12T05:23:20.433Z
SerialNr6,0,8,0,0,2018-04-12T05:23:20.439Z,2018-04-12T05:23:20.439Z,0,2018-04-12T05:23:20.439Z
SerialNr7,0,7,0,0,2018-04-12T05:23:20.445Z,2018-04-12T05:23:20.445Z,0,2018-04-12T05:23:20.445Z
SerialNr8,0,6,0,0,2018-04-12T05:23:20.451Z,2018-04-12T05:23:20.451Z,0,2018-04-12T05:23:20.451Z
SerialNr9,0,7,0,0,2018-04-12T05:23:20.456Z,2018-04-12T05:23:20.456Z,0,2018-04-12T05:23:20.456Z
SerialNr0,0,8,0,0,2018-04-12T05:23:21.464Z,2018-04-12T05:23:21.464Z,0,2018-04-12T05:23:21.464Z
