SerialNumber,EventType,EventValue1,EventValue2,EventValue3,EventTime,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime
SerialNr6,0,8,0,0,2018-04-12T08:35:29.009Z,2018-04-12T08:35:29.009Z,0,2018-04-12T08:35:29.009Z
SerialNr7,0,8,0,0,2018-04-12T08:35:29.024Z,2018-04-12T08:35:29.024Z,0,2018-04-12T08:35:29.024Z
SerialNr8,0,8,0,0,2018-04-12T08:35:29.031Z,2018-04-12T08:35:29.031Z,0,2018-04-12T08:35:29.031Z
SerialNr9,0,8,0,0,2018-04-12T08:35:29.038Z,2018-04-12T08:35:29.038Z,0,2018-04-12T08:35:29.038Z
SerialNr0,0,8,0,0,2018-04-12T08:35:30.046Z,2018-04-12T08:35:30.046Z,0,2018-04-12T08:35:30.046Z
SerialNr1,0,8,0,0,2018-04-12T08:35:30.057Z,2018-04-12T08:35:30.057Z,0,2018-04-12T08:35:30.057Z
SerialNr2,0,9,0,0,2018-04-12T08:35:30.074Z,2018-04-12T08:35:30.074Z,0,2018-04-12T08:35:30.074Z
SerialNr3,0,8,0,0,2018-04-12T08:35:30.089Z,2018-04-12T08:35:30.089Z,0,2018-04-12T08:35:30.089Z
SerialNr4,0,8,0,0,2018-04-12T08:35:30.103Z,2018-04-12T08:35:30.103Z,0,2018-04-12T08:35:30.103Z
SerialNr5,0,8,0,0,2018-04-12T08:35:30.110Z,2018-04-12T08:35:30.110Z,0,2018-04-12T08:35:30.110Z
SerialNr6,0,8,0,0,2018-04-12T08:35:30.117Z,2018-04-12T08:35:30.117Z,0,2018-04-12T08:35:30.117Z
SerialNr7,0,8,0,0,2018-04-12T08:35:30.122Z,2018-04-12T08:35:30.122Z,0,2018-04-12T08:35:30.122Z
SerialNr8,0,8,0,0,2018-04-12T08:35:30.127Z,2018-04-12T08:35:30.127Z,0,2018-04-12T08:35:30.127Z
SerialNr9,0,8,0,0,2018-04-12T08:35:30.133Z,2018-04-12T08:35:30.133Z,0,2018-04-12T08:35:30.133Z
SerialNr0,0,8,0,0,2018-04-12T08:35:31.139Z,2018-04-12T08:35:31.139Z,0,2018-04-12T08:35:31.139Z
SerialNr1,0,8,0,0,2018-04-12T08:35:31.195Z,2018-04-12T08:35:31.195Z,0,2018-04-12T08:35:31.195Z
SerialNr2,0,9,0,0,2018-04-12T08:35:31.236Z,2018-04-12T08:35:31.236Z,0,2018-04-12T08:35:31.236Z
SerialNr3,0,8,0,0,2018-04-12T08:35:31.251Z,2018-04-12T08:35:31.251Z,0,2018-04-12T08:35:31.251Z
SerialNr4,0,8,0,0,2018-04-12T08:35:31.258Z,2018-04-12T08:35:31.258Z,0,2018-04-12T08:35:31.258Z
SerialNr5,0,8,0,0,2018-04-12T08:35:31.265Z,2018-04-12T08:35:31.265Z,0,2018-04-12T08:35:31.265Z
SerialNr6,0,8,0,0,2018-04-12T08:35:31.272Z,2018-04-12T08:35:31.272Z,0,2018-04-12T08:35:31.272Z
SerialNr7,0,8,0,0,2018-04-12T08:35:31.277Z,2018-04-12T08:35:31.277Z,0,2018-04-12T08:35:31.277Z
SerialNr8,0,8,0,0,2018-04-12T08:35:31.283Z,2018-04-12T08:35:31.283Z,0,2018-04-12T08:35:31.283Z
SerialNr9,0,8,0,0,2018-04-12T08:35:31.288Z,2018-04-12T08:35:31.288Z,0,2018-04-12T08:35:31.288Z
SerialNr0,0,8,0,0,2018-04-12T08:35:32.296Z,2018-04-12T08:35:32.296Z,0,2018-04-12T08:35:32.296Z
SerialNr1,1,1,49,0,2018-04-12T08:35:32.318Z,2018-04-12T08:35:32.318Z,0,2018-04-12T08:35:32.318Z
SerialNr1,0,8,0,0,2018-04-12T08:35:32.328Z,2018-04-12T08:35:32.328Z,0,2018-04-12T08:35:32.328Z
SerialNr2,0,9,0,0,2018-04-12T08:35:32.339Z,2018-04-12T08:35:32.339Z,0,2018-04-12T08:35:32.339Z
SerialNr3,0,7,0,0,2018-04-12T08:35:32.352Z,2018-04-12T08:35:32.352Z,0,2018-04-12T08:35:32.352Z
SerialNr4,0,8,0,0,2018-04-12T08:35:32.364Z,2018-04-12T08:35:32.364Z,0,2018-04-12T08:35:32.364Z
SerialNr5,0,8,0,0,2018-04-12T08:35:32.377Z,2018-04-12T08:35:32.377Z,0,2018-04-12T08:35:32.377Z
SerialNr6,0,8,0,0,2018-04-12T08:35:32.386Z,2018-04-12T08:35:32.386Z,0,2018-04-12T08:35:32.386Z
SerialNr7,0,8,0,0,2018-04-12T08:35:32.394Z,2018-04-12T08:35:32.394Z,0,2018-04-12T08:35:32.394Z
SerialNr8,0,8,0,0,2018-04-12T08:35:32.408Z,2018-04-12T08:35:32.408Z,0,2018-04-12T08:35:32.408Z
SerialNr9,0,8,0,0,2018-04-12T08:35:32.421Z,2018-04-12T08:35:32.421Z,0,2018-04-12T08:35:32.421Z
SerialNr0,0,8,0,0,2018-04-12T08:35:33.437Z,2018-04-12T08:35:33.437Z,0,2018-04-12T08:35:33.437Z
SerialNr1,0,8,0,0,2018-04-12T08:35:33.445Z,2018-04-12T08:35:33.445Z,0,2018-04-12T08:35:33.445Z
SerialNr2,0,9,0,0,2018-04-12T08:35:33.456Z,2018-04-12T08:35:33.456Z,0,2018-04-12T08:35:33.456Z
SerialNr3,0,7,0,0,2018-04-12T08:35:33.478Z,2018-04-12T08:35:33.478Z,0,2018-04-12T08:35:33.478Z
SerialNr4,0,8,0,0,2018-04-12T08:35:33.487Z,2018-04-12T08:35:33.487Z,0,2018-04-12T08:35:33.487Z
SerialNr5,0,8,0,0,2018-04-12T08:35:33.498Z,2018-04-12T08:35:33.498Z,0,2018-04-12T08:35:33.498Z
SerialNr6,0,8,0,0,2018-04-12T08:35:33.508Z,2018-04-12T08:35:33.508Z,0,2018-04-12T08:35:33.508Z
SerialNr7,0,8,0,0,2018-04-12T08:35:33.517Z,2018-04-12T08:35:33.517Z,0,2018-04-12T08:35:33.517Z
SerialNr8,0,8,0,0,2018-04-12T08:35:33.525Z,2018-04-12T08:35:33.525Z,0,2018-04-12T08:35:33.525Z
SerialNr9,0,8,0,0,2018-04-12T08:35:33.534Z,2018-04-12T08:35:33.534Z,0,2018-04-12T08:35:33.534Z
SerialNr0,0,8,0,0,2018-04-12T08:35:34.542Z,2018-04-12T08:35:34.542Z,0,2018-04-12T08:35:34.542Z
SerialNr1,0,8,0,0,2018-04-12T08:35:34.553Z,2018-04-12T08:35:34.553Z,0,2018-04-12T08:35:34.553Z
SerialNr2,0,9,0,0,2018-04-12T08:35:34.562Z,2018-04-12T08:35:34.562Z,0,2018-04-12T08:35:34.562Z
SerialNr3,0,7,0,0,2018-04-12T08:35:34.571Z,2018-04-12T08:35:34.571Z,0,2018-04-12T08:35:34.571Z
SerialNr4,0,8,0,0,2018-04-12T08:35:34.582Z,2018-04-12T08:35:34.582Z,0,2018-04-12T08:35:34.582Z
SerialNr5,0,8,0,0,2018-04-12T08:35:34.594Z,2018-04-12T08:35:34.594Z,0,2018-04-12T08:35:34.594Z
SerialNr6,0,9,0,0,2018-04-12T08:35:34.603Z,2018-04-12T08:35:34.603Z,0,2018-04-12T08:35:34.603Z
SerialNr7,0,8,0,0,2018-04-12T08:35:34.611Z,2018-04-12T08:35:34.611Z,0,2018-04-12T08:35:34.611Z
SerialNr8,0,8,0,0,2018-04-12T08:35:34.619Z,2018-04-12T08:35:34.619Z,0,2018-04-12T08:35:34.619Z
SerialNr9,0,8,0,0,2018-04-12T08:35:34.629Z,2018-04-12T08:35:34.629Z,0,2018-04-12T08:35:34.629Z
SerialNr0,0,8,0,0,2018-04-12T08:35:35.640Z,2018-04-12T08:35:35.640Z,0,2018-04-12T08:35:35.640Z
SerialNr8,1,4,49,0,2018-04-12T08:35:35.652Z,2018-04-12T08:35:35.652Z,0,2018-04-12T08:35:35.652Z
SerialNr3,1,3,49,0,2018-04-12T08:35:35.662Z,2018-04-12T08:35:35.662Z,0,2018-04-12T08:35:35.662Z
SerialNr7,1,3,49,1,2018-04-12T08:35:35.671Z,2018-04-12T08:35:35.671Z,0,2018-04-12T08:35:35.671Z
SerialNr2,1,4,49,0,2018-04-12T08:35:35.680Z,2018-04-12T08:35:35.680Z,0,2018-04-12T08:35:35.680Z
SerialNr1,1,2,49,0,2018-04-12T08:35:35.693Z,2018-04-12T08:35:35.693Z,0,2018-04-12T08:35:35.693Z
SerialNr9,1,0,49,0,2018-04-12T08:35:35.703Z,2018-04-12T08:35:35.703Z,0,2018-04-12T08:35:35.703Z
SerialNr1,0,8,0,0,2018-04-12T08:35:35.712Z,2018-04-12T08:35:35.712Z,0,2018-04-12T08:35:35.712Z
SerialNr2,0,9,0,0,2018-04-12T08:35:35.720Z,2018-04-12T08:35:35.720Z,0,2018-04-12T08:35:35.720Z
SerialNr3,0,7,0,0,2018-04-12T08:35:35.730Z,2018-04-12T08:35:35.730Z,0,2018-04-12T08:35:35.730Z
SerialNr4,0,7,0,0,2018-04-12T08:35:35.742Z,2018-04-12T08:35:35.742Z,0,2018-04-12T08:35:35.742Z
SerialNr5,0,8,0,0,2018-04-12T08:35:35.752Z,2018-04-12T08:35:35.752Z,0,2018-04-12T08:35:35.752Z
SerialNr6,0,9,0,0,2018-04-12T08:35:35.761Z,2018-04-12T08:35:35.761Z,0,2018-04-12T08:35:35.761Z
SerialNr7,0,8,0,0,2018-04-12T08:35:35.770Z,2018-04-12T08:35:35.770Z,0,2018-04-12T08:35:35.770Z
SerialNr8,0,8,0,0,2018-04-12T08:35:35.779Z,2018-04-12T08:35:35.779Z,0,2018-04-12T08:35:35.779Z
SerialNr9,0,8,0,0,2018-04-12T08:35:35.788Z,2018-04-12T08:35:35.788Z,0,2018-04-12T08:35:35.788Z
SerialNr0,0,8,0,0,2018-04-12T08:35:36.796Z,2018-04-12T08:35:36.796Z,0,2018-04-12T08:35:36.796Z
SerialNr1,0,8,0,0,2018-04-12T08:35:36.807Z,2018-04-12T08:35:36.807Z,0,2018-04-12T08:35:36.807Z
SerialNr2,0,9,0,0,2018-04-12T08:35:36.820Z,2018-04-12T08:35:36.820Z,0,2018-04-12T08:35:36.820Z
SerialNr3,0,7,0,0,2018-04-12T08:35:36.832Z,2018-04-12T08:35:36.832Z,0,2018-04-12T08:35:36.832Z
SerialNr4,0,7,0,0,2018-04-12T08:35:36.842Z,2018-04-12T08:35:36.842Z,0,2018-04-12T08:35:36.842Z
SerialNr5,0,8,0,0,2018-04-12T08:35:36.854Z,2018-04-12T08:35:36.854Z,0,2018-04-12T08:35:36.854Z
SerialNr6,0,9,0,0,2018-04-12T08:35:36.868Z,2018-04-12T08:35:36.868Z,0,2018-04-12T08:35:36.868Z
SerialNr7,0,8,0,0,2018-04-12T08:35:36.878Z,2018-04-12T08:35:36.878Z,0,2018-04-12T08:35:36.878Z
SerialNr8,0,8,0,0,2018-04-12T08:35:36.888Z,2018-04-12T08:35:36.888Z,0,2018-04-12T08:35:36.888Z
SerialNr9,0,8,0,0,2018-04-12T08:35:36.897Z,2018-04-12T08:35:36.897Z,0,2018-04-12T08:35:36.897Z
SerialNr0,0,8,0,0,2018-04-12T08:35:37.905Z,2018-04-12T08:35:37.905Z,0,2018-04-12T08:35:37.905Z
SerialNr1,0,8,0,0,2018-04-12T08:35:37.919Z,2018-04-12T08:35:37.919Z,0,2018-04-12T08:35:37.919Z
SerialNr2,0,9,0,0,2018-04-12T08:35:37.929Z,2018-04-12T08:35:37.929Z,0,2018-04-12T08:35:37.929Z
SerialNr3,0,7,0,0,2018-04-12T08:35:37.943Z,2018-04-12T08:35:37.943Z,0,2018-04-12T08:35:37.943Z
SerialNr4,0,7,0,0,2018-04-12T08:35:37.959Z,2018-04-12T08:35:37.959Z,0,2018-04-12T08:35:37.959Z
SerialNr5,0,8,0,0,2018-04-12T08:35:37.970Z,2018-04-12T08:35:37.970Z,0,2018-04-12T08:35:37.970Z
SerialNr6,0,9,0,0,2018-04-12T08:35:37.980Z,2018-04-12T08:35:37.980Z,0,2018-04-12T08:35:37.980Z
SerialNr7,0,8,0,0,2018-04-12T08:35:37.994Z,2018-04-12T08:35:37.994Z,0,2018-04-12T08:35:37.994Z
SerialNr8,0,8,0,0,2018-04-12T08:35:38.002Z,2018-04-12T08:35:38.002Z,0,2018-04-12T08:35:38.002Z
SerialNr9,0,8,0,0,2018-04-12T08:35:38.008Z,2018-04-12T08:35:38.008Z,0,2018-04-12T08:35:38.008Z
SerialNr0,0,8,0,0,2018-04-12T08:35:39.018Z,2018-04-12T08:35:39.018Z,0,2018-04-12T08:35:39.018Z
SerialNr4,1,1,49,0,2018-04-12T08:35:39.029Z,2018-04-12T08:35:39.029Z,0,2018-04-12T08:35:39.029Z
SerialNr5,1,4,49,0,2018-04-12T08:35:39.046Z,2018-04-12T08:35:39.046Z,0,2018-04-12T08:35:39.046Z
SerialNr1,0,8,0,0,2018-04-12T08:35:39.062Z,2018-04-12T08:35:39.062Z,0,2018-04-12T08:35:39.062Z
SerialNr2,0,9,0,0,2018-04-12T08:35:39.074Z,2018-04-12T08:35:39.074Z,0,2018-04-12T08:35:39.074Z
SerialNr3,0,7,0,0,2018-04-12T08:35:39.085Z,2018-04-12T08:35:39.085Z,0,2018-04-12T08:35:39.085Z
SerialNr4,0,7,0,0,2018-04-12T08:35:39.094Z,2018-04-12T08:35:39.094Z,0,2018-04-12T08:35:39.094Z
SerialNr5,0,8,0,0,2018-04-12T08:35:39.105Z,2018-04-12T08:35:39.105Z,0,2018-04-12T08:35:39.105Z
SerialNr6,0,9,0,0,2018-04-12T08:35:39.118Z,2018-04-12T08:35:39.118Z,0,2018-04-12T08:35:39.118Z
SerialNr7,0,8,0,0,2018-04-12T08:35:39.133Z,2018-04-12T08:35:39.133Z,0,2018-04-12T08:35:39.133Z
SerialNr8,0,8,0,0,2018-04-12T08:35:39.145Z,2018-04-12T08:35:39.145Z,0,2018-04-12T08:35:39.145Z
SerialNr9,0,9,0,0,2018-04-12T08:35:39.156Z,2018-04-12T08:35:39.156Z,0,2018-04-12T08:35:39.156Z
SerialNr0,0,8,0,0,2018-04-12T08:35:40.167Z,2018-04-12T08:35:40.167Z,0,2018-04-12T08:35:40.167Z
SerialNr1,0,8,0,0,2018-04-12T08:35:40.175Z,2018-04-12T08:35:40.175Z,0,2018-04-12T08:35:40.175Z
SerialNr2,0,9,0,0,2018-04-12T08:35:40.185Z,2018-04-12T08:35:40.185Z,0,2018-04-12T08:35:40.185Z
SerialNr3,0,7,0,0,2018-04-12T08:35:40.196Z,2018-04-12T08:35:40.196Z,0,2018-04-12T08:35:40.196Z
SerialNr4,0,7,0,0,2018-04-12T08:35:40.207Z,2018-04-12T08:35:40.207Z,0,2018-04-12T08:35:40.207Z
SerialNr5,0,8,0,0,2018-04-12T08:35:40.217Z,2018-04-12T08:35:40.217Z,0,2018-04-12T08:35:40.217Z
SerialNr6,0,9,0,0,2018-04-12T08:35:40.227Z,2018-04-12T08:35:40.227Z,0,2018-04-12T08:35:40.227Z
SerialNr7,0,8,0,0,2018-04-12T08:35:40.237Z,2018-04-12T08:35:40.237Z,0,2018-04-12T08:35:40.237Z
SerialNr8,0,8,0,0,2018-04-12T08:35:40.252Z,2018-04-12T08:35:40.252Z,0,2018-04-12T08:35:40.252Z
SerialNr9,0,9,0,0,2018-04-12T08:35:40.267Z,2018-04-12T08:35:40.267Z,0,2018-04-12T08:35:40.267Z
SerialNr0,0,8,0,0,2018-04-12T08:35:41.285Z,2018-04-12T08:35:41.285Z,0,2018-04-12T08:35:41.285Z
SerialNr1,0,7,0,0,2018-04-12T08:35:41.305Z,2018-04-12T08:35:41.305Z,0,2018-04-12T08:35:41.305Z
SerialNr2,0,9,0,0,2018-04-12T08:35:41.321Z,2018-04-12T08:35:41.321Z,0,2018-04-12T08:35:41.321Z
SerialNr3,0,6,0,0,2018-04-12T08:35:41.334Z,2018-04-12T08:35:41.334Z,0,2018-04-12T08:35:41.334Z
SerialNr4,0,7,0,0,2018-04-12T08:35:41.345Z,2018-04-12T08:35:41.345Z,0,2018-04-12T08:35:41.345Z
SerialNr5,0,9,0,0,2018-04-12T08:35:41.357Z,2018-04-12T08:35:41.357Z,0,2018-04-12T08:35:41.357Z
SerialNr6,0,8,0,0,2018-04-12T08:35:41.369Z,2018-04-12T08:35:41.369Z,0,2018-04-12T08:35:41.369Z
SerialNr7,0,8,0,0,2018-04-12T08:35:41.381Z,2018-04-12T08:35:41.381Z,0,2018-04-12T08:35:41.381Z
SerialNr8,0,8,0,0,2018-04-12T08:35:41.393Z,2018-04-12T08:35:41.393Z,0,2018-04-12T08:35:41.393Z
SerialNr9,0,9,0,0,2018-04-12T08:35:41.403Z,2018-04-12T08:35:41.403Z,0,2018-04-12T08:35:41.403Z
SerialNr0,0,8,0,0,2018-04-12T08:35:42.417Z,2018-04-12T08:35:42.417Z,0,2018-04-12T08:35:42.417Z
SerialNr0,1,0,49,0,2018-04-12T08:35:42.433Z,2018-04-12T08:35:42.433Z,0,2018-04-12T08:35:42.433Z
SerialNr7,1,4,49,0,2018-04-12T08:35:42.444Z,2018-04-12T08:35:42.444Z,0,2018-04-12T08:35:42.444Z
SerialNr6,1,4,48,0,2018-04-12T08:35:42.457Z,2018-04-12T08:35:42.457Z,0,2018-04-12T08:35:42.457Z
SerialNr1,1,3,49,0,2018-04-12T08:35:42.468Z,2018-04-12T08:35:42.468Z,0,2018-04-12T08:35:42.468Z
SerialNr3,1,2,49,0,2018-04-12T08:35:42.482Z,2018-04-12T08:35:42.482Z,0,2018-04-12T08:35:42.482Z
SerialNr9,1,3,49,0,2018-04-12T08:35:42.493Z,2018-04-12T08:35:42.493Z,0,2018-04-12T08:35:42.493Z
SerialNr8,1,1,49,1,2018-04-12T08:35:42.502Z,2018-04-12T08:35:42.502Z,0,2018-04-12T08:35:42.502Z
SerialNr2,1,3,49,0,2018-04-12T08:35:42.512Z,2018-04-12T08:35:42.512Z,0,2018-04-12T08:35:42.512Z
SerialNr1,0,7,0,0,2018-04-12T08:35:42.525Z,2018-04-12T08:35:42.525Z,0,2018-04-12T08:35:42.525Z
SerialNr2,0,9,0,0,2018-04-12T08:35:42.535Z,2018-04-12T08:35:42.535Z,0,2018-04-12T08:35:42.535Z
SerialNr3,0,6,0,0,2018-04-12T08:35:42.543Z,2018-04-12T08:35:42.543Z,0,2018-04-12T08:35:42.543Z
SerialNr4,0,7,0,0,2018-04-12T08:35:42.553Z,2018-04-12T08:35:42.553Z,0,2018-04-12T08:35:42.553Z
SerialNr5,0,9,0,0,2018-04-12T08:35:42.564Z,2018-04-12T08:35:42.564Z,0,2018-04-12T08:35:42.564Z
SerialNr6,0,8,0,0,2018-04-12T08:35:42.576Z,2018-04-12T08:35:42.576Z,0,2018-04-12T08:35:42.576Z
SerialNr7,0,8,0,0,2018-04-12T08:35:42.587Z,2018-04-12T08:35:42.587Z,0,2018-04-12T08:35:42.587Z
SerialNr8,0,8,0,0,2018-04-12T08:35:42.596Z,2018-04-12T08:35:42.596Z,0,2018-04-12T08:35:42.596Z
SerialNr9,0,9,0,0,2018-04-12T08:35:42.607Z,2018-04-12T08:35:42.607Z,0,2018-04-12T08:35:42.607Z
SerialNr0,0,8,0,0,2018-04-12T08:35:43.619Z,2018-04-12T08:35:43.619Z,0,2018-04-12T08:35:43.619Z
SerialNr1,0,7,0,0,2018-04-12T08:35:43.631Z,2018-04-12T08:35:43.631Z,0,2018-04-12T08:35:43.631Z
SerialNr2,0,9,0,0,2018-04-12T08:35:43.643Z,2018-04-12T08:35:43.643Z,0,2018-04-12T08:35:43.643Z
SerialNr3,0,5,0,0,2018-04-12T08:35:43.654Z,2018-04-12T08:35:43.654Z,0,2018-04-12T08:35:43.654Z
SerialNr4,0,7,0,0,2018-04-12T08:35:43.667Z,2018-04-12T08:35:43.667Z,0,2018-04-12T08:35:43.667Z
SerialNr5,0,9,0,0,2018-04-12T08:35:43.679Z,2018-04-12T08:35:43.679Z,0,2018-04-12T08:35:43.679Z
SerialNr6,0,8,0,0,2018-04-12T08:35:43.693Z,2018-04-12T08:35:43.693Z,0,2018-04-12T08:35:43.693Z
SerialNr7,0,8,0,0,2018-04-12T08:35:43.706Z,2018-04-12T08:35:43.706Z,0,2018-04-12T08:35:43.706Z
SerialNr8,0,8,0,0,2018-04-12T08:35:43.718Z,2018-04-12T08:35:43.718Z,0,2018-04-12T08:35:43.718Z
SerialNr9,0,9,0,0,2018-04-12T08:35:43.732Z,2018-04-12T08:35:43.732Z,0,2018-04-12T08:35:43.732Z
SerialNr0,0,8,0,0,2018-04-12T08:35:44.743Z,2018-04-12T08:35:44.743Z,0,2018-04-12T08:35:44.743Z
SerialNr1,0,6,0,0,2018-04-12T08:35:44.756Z,2018-04-12T08:35:44.756Z,0,2018-04-12T08:35:44.756Z
SerialNr2,0,9,0,0,2018-04-12T08:35:44.771Z,2018-04-12T08:35:44.771Z,0,2018-04-12T08:35:44.771Z
SerialNr3,0,5,0,0,2018-04-12T08:35:44.787Z,2018-04-12T08:35:44.787Z,0,2018-04-12T08:35:44.787Z
SerialNr4,0,7,0,0,2018-04-12T08:35:44.803Z,2018-04-12T08:35:44.803Z,0,2018-04-12T08:35:44.803Z
SerialNr5,0,9,0,0,2018-04-12T08:35:44.812Z,2018-04-12T08:35:44.812Z,0,2018-04-12T08:35:44.812Z
SerialNr6,0,8,0,0,2018-04-12T08:35:44.826Z,2018-04-12T08:35:44.826Z,0,2018-04-12T08:35:44.826Z
SerialNr7,0,8,0,0,2018-04-12T08:35:44.836Z,2018-04-12T08:35:44.836Z,0,2018-04-12T08:35:44.836Z
SerialNr8,0,8,0,0,2018-04-12T08:35:44.850Z,2018-04-12T08:35:44.850Z,0,2018-04-12T08:35:44.850Z
SerialNr9,0,9,0,0,2018-04-12T08:35:44.862Z,2018-04-12T08:35:44.862Z,0,2018-04-12T08:35:44.862Z
SerialNr0,0,8,0,0,2018-04-12T08:35:45.872Z,2018-04-12T08:35:45.872Z,0,2018-04-12T08:35:45.872Z
SerialNr7,1,3,48,0,2018-04-12T08:35:45.885Z,2018-04-12T08:35:45.885Z,0,2018-04-12T08:35:45.885Z
SerialNr1,0,6,0,0,2018-04-12T08:35:45.899Z,2018-04-12T08:35:45.899Z,0,2018-04-12T08:35:45.899Z
SerialNr2,0,10,0,0,2018-04-12T08:35:45.910Z,2018-04-12T08:35:45.910Z,0,2018-04-12T08:35:45.910Z
